played_at,track_id,track_name,artist_ids,artist_names,album_id,album_name,duration_ms,popularity,explicit,extracted_at
2025-07-15T11:55:12.875Z,1EeQUb8jruGF8JRt1BgKve,Uber Everywhere,5SyGEPymt1G2uto47tVWvZ,MadeinTYO,1lRXGxzyZZLqVUZHYKNxQo,You Are Forgiven (Deluxe Edition),153440,56,True,2025-07-16T03:06:20.330489
2025-07-15T11:52:49.395Z,4QPOjdYhkviUjoQY8gL9S0,mong,"1QUxcni0biHr4HFdN44QE9,2v9xvjxXMMndxvLJ86Ice4","JISU,Sinae",1HSVEGJguqacX51pjf83FG,mong,192445,12,False,2025-07-16T03:06:20.330504
2025-07-15T11:49:42.121Z,1t1k33Tk5mezGlMnR4a07E,East Coast N*gga,79NDEw5QWlDC9KaIbogNhS,PlaqueBoyMax,0zBzGId66SwQWCsPJgNLY1,Five Forever,157957,52,True,2025-07-16T03:06:20.330517
2025-07-15T11:47:39.839Z,7klReoVEFPzazSuWPV3vZX,花びら,1gBNLiQMaCcBdQ9fIP4ltM,RYUSENKEI,7HuoLofdIeVeDPGfDVHTCP,TOKYO SNIPER,339026,37,False,2025-07-16T03:06:20.330528
2025-07-15T11:41:52.678Z,6MD8j7Z5xHkjxLIZej3t10,DIS-MOI QUELQUE CHOSE AVANT DE DORMIR,3UsQ4XdEqcQ1PoUI1wV0Lb,Kahimi Karie,4A8vLBC8q1VoWsOGa8Nxcm,MY FIRST KARIE,127400,43,False,2025-07-16T03:06:20.330639
2025-07-15T11:39:43.723Z,0dApSLrXvnYWy1wagJOmpp,DIFFERENT DAY,699OTQXzgjhIYAHMy9RyPD,Playboi Carti,7sFZGbkCitoqQz7Rt3LoKg,MUSIC - SORRY 4 DA WAIT,166680,68,True,2025-07-16T03:06:20.330670
2025-07-15T11:37:05.225Z,5LrN7yUQAzvthd4QujgPFr,Here With Me,5y8tKLUfMvliMe8IKamR32,d4vd,3rrrTOHiXGzuW4FP7t0O1A,Petals to Thorns,242484,90,False,2025-07-16T03:06:20.330681
2025-07-15T11:33:11.094Z,6ECp64rv50XVz93WvxXMGF,This Love,04gDigrS5kc9YWfZHwBETP,Maroon 5,5zClcGCSWj926AMjvBNSLc,Songs About Jane: 10th Anniversary Edition,206200,87,False,2025-07-16T03:06:20.330695
2025-07-15T11:29:52.498Z,251bqAhih1Yn6m9Eqw3Z1n,Werkin,0uj6QiPsPfK8ywLC7uwBE1,OsamaSon,1gbR6hQTGdJ8PH3BXgmcdg,Osama Season,122712,56,True,2025-07-16T03:06:20.330707
2025-07-15T11:28:00.829Z,78CY7QZvhHo3ihW6arqeWu,Casket,23iXJEufmtnarRpaAUL2pi,dyingoutlay,4BlpgyNksC52ZIpdv3Gp0n,Casket,97990,40,True,2025-07-16T03:06:20.330714
2025-07-15T11:27:00.447Z,2ZXxRC6V6AXzMdbLQZMHSB,LOT OF ME,4Ga1P7PMIsmqEZqhYZQgDo,Lil Tecca,7nTvm6EgmFWPLMLxj6aksS,We Love You Tecca 2,123870,81,False,2025-07-16T03:06:20.330723
2025-07-15T11:24:33.102Z,5q9aIEJWDct6TOj5vu5J3u,Movin.,7jZMxhsB8djyIbYmoiJSTs,Kiana Ledé,6UmILTxwjM8sME3wbsZgQh,KIKI,186026,42,True,2025-07-16T03:06:20.330734
2025-07-15T11:20:04.189Z,0ZvakUUjZvIQyrKdZRtyny,wakaranai,4OfU76YhPU04wlmbVFFgTJ,ATARASHII GAKKO!,56QEzd1tA3V1zq2LVHFNPf,dokubana,236400,23,False,2025-07-16T03:06:20.330744
2025-07-15T11:16:02.650Z,1jlDtXcUDcbHIV44QKF1wY,かみさま,3imCOAQnI4fF5dsncQqLBW,the peggies,4BwNfk4ijLhq6O4GzkNl6a,Hell like Heaven,264266,26,False,2025-07-16T03:06:20.330755
2025-07-15T11:11:46.634Z,04hgBWsBDEyVP8pH0BCZbG,Jennifer’s Body,3gBZUcNeVumkeeJ19CY2sX,Ken Carson,0HS8aknH0JQdMIiBVhyOCW,A Great Chaos,158515,68,True,2025-07-16T03:06:20.330853
2025-07-15T11:09:16.768Z,5BojHfrs7Fy2wiQQBWsuJe,Martin & Gina,"5L15t6I0PQS9SBXbiklPEN,5delTPpDAtBDsjk60f5xnt","Summrs,Autumn!",7j58HYctbqVUcSXG61MW3X,What We Didn't Have,171428,51,True,2025-07-16T03:06:20.330877
2025-07-15T11:06:34.157Z,5IaHrVsrferBYDm0bDyABy,Taste (feat. Offset),"5LHRHt1k9lMyONurDHEdrp,4DdkRBBYG6Yk9Ka8tdJ9BW","Tyga,Offset",0yd01cU78rnlFXq6vRxPSR,Taste (feat. Offset),232959,72,True,2025-07-16T03:06:20.330889
2025-07-15T11:02:49.299Z,72cGBEqu7RitIOoACXYjfR,The Blonde,0Y6dVaC9DZtPNH4591M42W,TV Girl,4Hai0uVzRbyTSaTPzxTY4e,French Exit,227760,81,False,2025-07-16T03:06:20.330901
2025-07-15T10:58:36.899Z,11zf7m4vw9Ze7cer9Nyhk1,Pleaser,0NIPkIjTV8mB795yEIiPYL,Wallows,3XwLvPyeeyTjFKeBdtC978,Pleaser,187895,68,False,2025-07-16T03:06:20.330910
2025-07-15T10:55:37.374Z,6SE4JAo7T8C7XkFka5bbga,Someone To Spend Time With,0qraFJK6boYSp4ZMMX4PzG,Los Retros,0DyyOMpwfB5KS6OFNiUV1m,Someone To Spend Time With,173953,73,False,2025-07-16T03:06:20.330920
2025-07-15T10:37:40.607Z,2WJmA9YQe9skpyAc0QEKqR,Free Sumo,"7p9z8XOXVNeBNvs9EOxX2W,4o8uzbQaWtcDX3hbgulrPe","Glokk40Spaz,2wo2imes",5CPcnwgYWekR1saI8AxHyj,2wo Glokks,124195,53,True,2025-07-16T03:06:20.330933
2025-07-15T10:35:29.844Z,2sjDkJRbyy2XaiwH3YUGox,SHOOT FOR THE MOON,4bXDZie6sqszxFN6D0Mi2K,untiljapan,4jP2kCdzLbEinmhFjDOZNK,trompe l’oeil,196031,56,True,2025-07-16T03:06:20.330944
2025-07-15T10:32:39.298Z,7hZnAqzJGdz58gS4XxRowB,Sundays - Just Piano Version,2FwDTncULUnmANIh7qKa5z,FKJ,4zSVdjoEqSm18A6nkdLDyH,Just Piano,212158,45,False,2025-07-16T03:06:20.330952
