rank,time_range,track_id,track_name,artist_ids,artist_names,album_id,album_name,duration_ms,popularity,explicit,extracted_at
20,long_term,26AmP3ukYC4Zs9lSGlh55I,Take Me Home,78rUTD7y6Cy67W1RVzYs7t,PinkPantheress,4CykmPXyJzacASnoxR33ns,Take me home,200653,74,False,2025-07-16T03:06:23.080962
21,long_term,3ZuKr1NfTecyfGuYwuXb7c,Freestyle 3,3gBZUcNeVumkeeJ19CY2sX,Ken Carson,4Pangd3z0ZrONFpx3zMrFK,XTENDED,142287,61,True,2025-07-16T03:06:23.080973
22,long_term,5wPyd3IQAZft1vmxoIqGrU,Home (KOD),699OTQXzgjhIYAHMy9RyPD,Playboi Carti,7dAm8ShwJLFm9SaJ6Yc58O,Die Lit,162133,65,True,2025-07-16T03:06:23.080982
23,long_term,5WbfFTuIldjL9x7W6y5l7R,Kingston,5szilpXHcwOqnyKLqGco5j,Faye Webster,7jXmmQ1gNTXHyTF7uvH4Tn,Atlanta Millionaires Club,202653,82,False,2025-07-16T03:06:23.080989
24,long_term,0QQ6KZcR8LmJ41xjhPspwD,OVERDRIVE,0BF8enQYgyFu1pRyNb5n7e,sneak,7cIqcnUP9Sjeoh10Eqbg9M,OVERDRIVE,138598,18,True,2025-07-16T03:06:23.080996
25,long_term,38tXZcL1gZRfbqfOG0VMTH,How Sweet,6HvZYsbFfjnjFrWF950C9d,NewJeans,0EhZEM4RRz0yioTgucDhJq,How Sweet,219026,79,False,2025-07-16T03:06:23.081003
26,long_term,1JgkiUg9mSXSwcb5Gbi4Ur,Lean 4 Real (feat. Skepta),"699OTQXzgjhIYAHMy9RyPD,2p1fiYHYiXz9qi0JJyxBzN","Playboi Carti,Skepta",7dAm8ShwJLFm9SaJ6Yc58O,Die Lit,177026,68,True,2025-07-16T03:06:23.081012
27,long_term,0VaeksJaXy5R1nvcTMh3Xk,"Darling, I (feat. Teezo Touchdown)","4V8LLVI7PbaPR0K2TGSxFF,0fGcIStdT1OpFFhOC7Wp36","Tyler, The Creator,Teezo Touchdown",0U28P0QVB1QRxpqp5IHOlH,CHROMAKOPIA,253834,79,True,2025-07-16T03:06:23.081021
28,long_term,7BhOHDJq67VFs3LU5TBXDM,HeliMAn,3zEMQISNC2CVEgJo9gAJOV,loveatnight,21hfEgQGgjD7VNPa0mMj8X,HeliMAn,192048,0,True,2025-07-16T03:06:23.081031
29,long_term,2pC3bWbbDBGkn1l6Zpytvc,popstar,0uj6QiPsPfK8ywLC7uwBE1,OsamaSon,1sl7QnYBjvTfYofuhh1KDw,popstar,100420,55,True,2025-07-16T03:06:23.081038
30,long_term,7ejepEh5DJ79YI6owGRfkk,New N3on,699OTQXzgjhIYAHMy9RyPD,Playboi Carti,2QRedhP5RmKJiJ1i8VgDGR,Whole Lotta Red,116360,65,True,2025-07-16T03:06:23.081060
31,long_term,0SGxi7UBdXqsPpzhQ6PIY9,Nightcore,3gBZUcNeVumkeeJ19CY2sX,Ken Carson,58iEeJbYd6OBGRM0TiwltL,A Great Chaos (Deluxe),187048,53,True,2025-07-16T03:06:23.081076
32,long_term,6evM0cVBkbpmD4ZCuLXauX,Bless Up,089ASSwOW4Cih3frNuDtUv,1oneam,1HvnJa9rrdCe2fqaKRlNPS,One Life,96653,55,True,2025-07-16T03:06:23.081085
33,long_term,0hhNTyH6RJJGItHeSMCof3,Me N My Kup,3gBZUcNeVumkeeJ19CY2sX,Ken Carson,0HS8aknH0JQdMIiBVhyOCW,A Great Chaos,234032,66,True,2025-07-16T03:06:23.081094
34,long_term,5yphqi9NLM4r8e4litl07S,Need It,0uj6QiPsPfK8ywLC7uwBE1,OsamaSon,0KLk3N51EO7CG7d9MdQ2XE,Flex Musix (FLXTRA),97080,48,True,2025-07-16T03:06:23.081105
35,long_term,3j3SfV4hAcR4XjCvW393Gr,POP OUT,699OTQXzgjhIYAHMy9RyPD,Playboi Carti,0fSfkmx0tdPqFYkJuNX74a,MUSIC,161738,70,True,2025-07-16T03:06:23.081119
36,long_term,1PUwCOtQUOZrjAp8ljxGhE,Delinquent (feat. Homixide Gang),"3gBZUcNeVumkeeJ19CY2sX,2ojqsY1ycYzZOpLDBBwHPU","Ken Carson,Homixide Gang",191PJkW2uvXGUJPyl9KcdF,X,165411,58,True,2025-07-16T03:06:23.081130
37,long_term,1TUHiLBQ6CVYZQOgnLjHbM,Viking,7GuUYiGZOzQwq4L6gAfy1T,SahBabii,6PnO5SKESj6TTQWoWr72TA,Saaheem,164571,67,True,2025-07-16T03:06:23.081151
38,long_term,7HsvTUJcXRQVK6QuALkAvW,Top (feat. Pi'erre Bourne),699OTQXzgjhIYAHMy9RyPD,Playboi Carti,7dAm8ShwJLFm9SaJ6Yc58O,Die Lit,133013,60,True,2025-07-16T03:06:23.081164
39,long_term,1Bg2CNZw6S4e9cGWPmi0uI,Place,699OTQXzgjhIYAHMy9RyPD,Playboi Carti,2QRedhP5RmKJiJ1i8VgDGR,Whole Lotta Red,117239,67,True,2025-07-16T03:06:23.081173
40,long_term,663bCnywdjAVMTyIFuwP6b,Coke,089ASSwOW4Cih3frNuDtUv,1oneam,5lK460PBjAfJKtTqgRSkgN,House Party,90431,46,True,2025-07-16T03:06:23.081186
41,long_term,3IM6Cc6bK88qFYXrF8wh8t,TASTE,4Ga1P7PMIsmqEZqhYZQgDo,Lil Tecca,6uWva3kfeqqVIsNAJ2MmeL,PLAN A,170447,70,True,2025-07-16T03:06:23.081196
42,long_term,6Qngg6bjTwTN8FBt7AMLDC,All Star,0uj6QiPsPfK8ywLC7uwBE1,OsamaSon,0KLk3N51EO7CG7d9MdQ2XE,Flex Musix (FLXTRA),121690,48,True,2025-07-16T03:06:23.081202
43,long_term,2qmmnbJ9JR3f7vofbyje5r,Slow Dance,3l0CmX0FuQjFxr8SK7Vqag,Clairo,1KNUCVXgIxKUGiuEB8eG0i,Charm,234853,73,False,2025-07-16T03:06:23.081211
44,long_term,5xA5MggKc3aQxuOzNzPUWB,Apple Cider,35l9BRT7MXmM8bv2WDQiyB,beabadoobee,475CNcvlqtRpaXjTcn4hCP,Loveworm,178918,81,True,2025-07-16T03:06:23.081221
45,long_term,2HrrRZ7pk2tK3dxr2Hl1zJ,Tings,15oLsNy8mZYaIukh4eDhXy,Baby Smoove,7tPTdORdHwCOr8hBt3XSn5,Purple Heart,112992,0,True,2025-07-16T03:06:23.081230
46,long_term,0A5QC5r1AMUccnd34pOlzs,sol,5A7T1LAGJg5NXySBoIKUmF,Che,2V8w3aCddJJbujHgn95Hx7,closed captions,135255,57,True,2025-07-16T03:06:23.081237
47,long_term,3L0IKstjUgDFVQAbQIRZRv,R.I.P.,699OTQXzgjhIYAHMy9RyPD,Playboi Carti,7dAm8ShwJLFm9SaJ6Yc58O,Die Lit,192026,74,True,2025-07-16T03:06:23.081243
48,long_term,4h7Hxf4UpXP4AdDSq7ziSS,Pump Fake,"7e7nmtA3OQEUdVjn5rG3Tz,699OTQXzgjhIYAHMy9RyPD","Ethereal,Playboi Carti",6xqAqJiQNeeFWvTK7rDCGr,Pump Fake,280615,57,True,2025-07-16T03:06:23.081252
49,long_term,1IsTAirdLWvepahSLS2RuK,LiveLeak,3gBZUcNeVumkeeJ19CY2sX,Ken Carson,3tIS7SDlvbyJ0oFQzNqjco,More Chaos,190541,62,True,2025-07-16T03:06:23.081261
50,long_term,5c53wRvjzKaFBPd8cW06EX,Luv - Bonus,0uj6QiPsPfK8ywLC7uwBE1,OsamaSon,02Mi6lld23cYcBeXbUbo0s,Jump Out (Bonus Tracks),115994,50,True,2025-07-16T03:06:23.081270
