played_at,track_id,track_name,artist_ids,artist_names,album_id,album_name,duration_ms,popularity,explicit,extracted_at
2025-07-12T18:12:48.343Z,6m8NQdtPivRwOggoZlMJ3b,Moshpit,6Rs7Ufqb4h0FTuVg6wlqOy,Nine Vicious,4apnTORFFrrRlpXeZQibAf,FOR NOTHING,96690,51,True,2025-07-13T01:19:41.317194
2025-07-12T18:11:23.859Z,2XChZSnhG4NfUioTgf0GHh,Chaos,6Rs7Ufqb4h0FTuVg6wlqOy,Nine Vicious,4apnTORFFrrRlpXeZQibAf,FOR NOTHING,216575,51,True,2025-07-13T01:19:41.317207
2025-07-12T18:07:59.324Z,15eiKkz8TDnKlM6wJmn2n1,Pretty,6Rs7Ufqb4h0FTuVg6wlqOy,Nine Vicious,4apnTORFFrrRlpXeZQibAf,FOR NOTHING,164468,50,True,2025-07-13T01:19:41.317400
2025-07-12T18:05:26.859Z,1XHkZrMUhl5huvwEu6YUiI,So Many Tears,6Rs7Ufqb4h0FTuVg6wlqOy,Nine Vicious,4apnTORFFrrRlpXeZQibAf,FOR NOTHING,132439,55,True,2025-07-13T01:19:41.317414
2025-07-12T18:03:26.545Z,66Hsz65MRwDlXSPHGA7POY,Nobody,3gBZUcNeVumkeeJ19CY2sX,Ken Carson,191PJkW2uvXGUJPyl9KcdF,X,130524,53,True,2025-07-13T01:19:41.317449
2025-07-12T18:01:27.879Z,60WGANAh9ZzJYTHz8B6ya6,My Speakers,6Rs7Ufqb4h0FTuVg6wlqOy,Nine Vicious,1NxTac8x8nGxISIPnWomhJ,My Speakers,120816,53,True,2025-07-13T01:19:41.317462
2025-07-12T17:59:38.842Z,74S8FLdzQWs44wAC5IJf7C,MOLLYWATTA,5CixTI3FXT2FHjc3Uq05sB,GoVanni,5iFI7dE7iOcbQWLN1LszI4,MOLLYWATTA,183680,53,True,2025-07-13T01:19:41.317471
2025-07-12T17:56:48.248Z,0cUTXYyYSyT9VQUlDblONw,OFF THE GROUND,5GfehYq5HnhjLNdRZptMyw,youngvampmoney,1opFRWzoyuRB4nsmKJnYm3,OFF THE GROUND,155264,52,True,2025-07-13T01:19:41.317491
2025-07-12T17:54:23.929Z,23U1NtYKg8hYQrZdQoK4nw,U Bad,6Rs7Ufqb4h0FTuVg6wlqOy,Nine Vicious,5hxsm82crSeeblQs2pK42w,U Bad,142863,49,True,2025-07-13T01:19:41.317503
2025-07-12T17:52:13.101Z,2de6c5HEW4DPs3dEEABBuF,Tokyo,6Rs7Ufqb4h0FTuVg6wlqOy,Nine Vicious,3qOLbJpNyobX33Ynoblb5t,Studio Addict,156223,50,True,2025-07-13T01:19:41.317510
2025-07-12T17:49:48.625Z,4c75eUqSJyQ5Kt7jEJ2ASn,all my,2nwVo1svtsxZMT2Eo1T02u,mist,70ok6BHHQOJhBIR5H201JW,all my,191378,42,True,2025-07-13T01:19:41.317516
2025-07-12T17:46:49.467Z,3eUJ0dh1qTDgcnAs7Dds6n,Alicia Keys,089ASSwOW4Cih3frNuDtUv,1oneam,1Ug1bln3Gjyg4aHb5bGYhi,One Death,97880,50,True,2025-07-13T01:19:41.317523
2025-07-12T16:29:34.660Z,76yJsfb1CUy5Um8nFL7jKQ,OPM BABI,699OTQXzgjhIYAHMy9RyPD,Playboi Carti,0fSfkmx0tdPqFYkJuNX74a,MUSIC,173076,70,True,2025-07-13T01:19:41.317530
2025-07-11T22:09:24.914Z,3nYt3CBPjYTC7Zgn57i8G3,Sayso,5A7T1LAGJg5NXySBoIKUmF,Che,49qUoY4v4gZSFux6kIcurh,Crueger,128641,58,True,2025-07-13T01:19:41.317536
2025-07-10T20:12:20.596Z,7t98lQEVYPP58rkubC03Mh,Summer Uptown,"56z8RFFEGWfUFHzvgv70SB,5y8tKLUfMvliMe8IKamR32","jasontheween,d4vd",085rPTSE58Xz9xAUYcfVeZ,Summer Uptown,155364,64,False,2025-07-13T01:19:41.317550
2025-07-10T20:12:19.060Z,5LrN7yUQAzvthd4QujgPFr,Here With Me,5y8tKLUfMvliMe8IKamR32,d4vd,3rrrTOHiXGzuW4FP7t0O1A,Petals to Thorns,242484,90,False,2025-07-13T01:19:41.317565
2025-07-10T11:29:10.926Z,7t98lQEVYPP58rkubC03Mh,Summer Uptown,"56z8RFFEGWfUFHzvgv70SB,5y8tKLUfMvliMe8IKamR32","jasontheween,d4vd",085rPTSE58Xz9xAUYcfVeZ,Summer Uptown,155364,64,False,2025-07-13T01:19:41.317584
2025-07-10T11:25:32.346Z,3a3zDlE4bgI6ZvU00m6o84,Cross Your Mind,4z1P9QhvHGEJzPhQAjXYPE,Shelly,4THHnIlzoybD2SpgzsAmCX,Shelly 2,228692,75,False,2025-07-13T01:19:41.317591
2025-07-10T11:21:52.782Z,4TLXwgCmciX8sYIVj1b7Xg,Hartwell,4z1P9QhvHGEJzPhQAjXYPE,Shelly,4THHnIlzoybD2SpgzsAmCX,Shelly 2,172839,69,False,2025-07-13T01:19:41.317596
2025-07-10T11:19:08.657Z,63NssiZNInVqpTkmtvxlxV,Falling With The Rain ft. Shelly,"5MaQlvNGOaTj39apHsXVq1,4z1P9QhvHGEJzPhQAjXYPE","Claud,Shelly",0QPFWBu8oVVNtekmNzlVvW,Super Monster,184011,48,False,2025-07-13T01:19:41.317609
2025-07-10T11:16:12.896Z,6VLjdregMReJhKp2r32IWo,Natural,4z1P9QhvHGEJzPhQAjXYPE,Shelly,6FarB45iYtZTAuzzqGcAU3,Shelly,163764,66,False,2025-07-13T01:19:41.317619
2025-07-10T11:12:55.929Z,5LH189w5B5XeECfKbELs6H,I LIE,46HzS7yz0c9udVwtbHk1sx,Cochise,0QN26woxii8wPVt4j5tBO2,I LIE,136346,62,True,2025-07-13T01:19:41.317635
2025-07-10T11:10:49.729Z,76yJsfb1CUy5Um8nFL7jKQ,OPM BABI,699OTQXzgjhIYAHMy9RyPD,Playboi Carti,0fSfkmx0tdPqFYkJuNX74a,MUSIC,173076,70,True,2025-07-13T01:19:41.317647
2025-07-09T18:19:53.963Z,2XChZSnhG4NfUioTgf0GHh,Chaos,6Rs7Ufqb4h0FTuVg6wlqOy,Nine Vicious,4apnTORFFrrRlpXeZQibAf,FOR NOTHING,216575,51,True,2025-07-13T01:19:41.317656
2025-07-09T17:04:15.086Z,15eiKkz8TDnKlM6wJmn2n1,Pretty,6Rs7Ufqb4h0FTuVg6wlqOy,Nine Vicious,4apnTORFFrrRlpXeZQibAf,FOR NOTHING,164468,50,True,2025-07-13T01:19:41.317665
2025-07-09T17:02:02.419Z,1XHkZrMUhl5huvwEu6YUiI,So Many Tears,6Rs7Ufqb4h0FTuVg6wlqOy,Nine Vicious,4apnTORFFrrRlpXeZQibAf,FOR NOTHING,132439,55,True,2025-07-13T01:19:41.317678
2025-07-09T16:59:33.691Z,66Hsz65MRwDlXSPHGA7POY,Nobody,3gBZUcNeVumkeeJ19CY2sX,Ken Carson,191PJkW2uvXGUJPyl9KcdF,X,130524,53,True,2025-07-13T01:19:41.317690
2025-07-09T16:45:32.205Z,60WGANAh9ZzJYTHz8B6ya6,My Speakers,6Rs7Ufqb4h0FTuVg6wlqOy,Nine Vicious,1NxTac8x8nGxISIPnWomhJ,My Speakers,120816,53,True,2025-07-13T01:19:41.317701
2025-07-09T16:43:41.034Z,74S8FLdzQWs44wAC5IJf7C,MOLLYWATTA,5CixTI3FXT2FHjc3Uq05sB,GoVanni,5iFI7dE7iOcbQWLN1LszI4,MOLLYWATTA,183680,53,True,2025-07-13T01:19:41.317717
2025-07-09T16:40:44.351Z,0cUTXYyYSyT9VQUlDblONw,OFF THE GROUND,5GfehYq5HnhjLNdRZptMyw,youngvampmoney,1opFRWzoyuRB4nsmKJnYm3,OFF THE GROUND,155264,52,True,2025-07-13T01:19:41.317743
2025-07-09T16:38:17.910Z,23U1NtYKg8hYQrZdQoK4nw,U Bad,6Rs7Ufqb4h0FTuVg6wlqOy,Nine Vicious,5hxsm82crSeeblQs2pK42w,U Bad,142863,49,True,2025-07-13T01:19:41.317751
2025-07-09T16:34:45.252Z,2de6c5HEW4DPs3dEEABBuF,Tokyo,6Rs7Ufqb4h0FTuVg6wlqOy,Nine Vicious,3qOLbJpNyobX33Ynoblb5t,Studio Addict,156223,50,True,2025-07-13T01:19:41.317755
2025-07-09T16:29:21.611Z,3eUJ0dh1qTDgcnAs7Dds6n,Alicia Keys,089ASSwOW4Cih3frNuDtUv,1oneam,1Ug1bln3Gjyg4aHb5bGYhi,One Death,97880,50,True,2025-07-13T01:19:41.317761
2025-07-09T16:27:34.884Z,11A5huA6xLeBmipB7UbRlo,Takin Swag,6Rs7Ufqb4h0FTuVg6wlqOy,Nine Vicious,4apnTORFFrrRlpXeZQibAf,FOR NOTHING,175774,54,True,2025-07-13T01:19:41.317769
2025-07-08T21:03:12.222Z,0YB6eRV8IMbzdKkrLiMaBF,Dbz,6Rs7Ufqb4h0FTuVg6wlqOy,Nine Vicious,4apnTORFFrrRlpXeZQibAf,FOR NOTHING,161073,49,True,2025-07-13T01:19:41.317777
2025-07-08T20:59:53.315Z,5XDSvG2s2G756lRapeTSyC,LANGUAGE,4AWvjlD4iEZ6BUl6dHI5CE,lifelessgarments,1sXfS40XfhpYdj4PCWnT4Y,LIFE IS RAGE,130378,27,True,2025-07-13T01:19:41.317786
